vertex,x,y,z,angle_defect_radians
546,2.270920192887964,12.63100746369124,-2.2213329599210905,0.18607929990260308
547,2.177925389899118,12.605232598561937,-2.2228627500520335,0.14183788984560164
552,1.6779894232806434,12.596328129360518,-2.2289368574529074,0.10389078637856242
553,1.5784424964413288,12.604088850610685,-2.2237871991919373,0.13188417982774903
554,1.48564101054215,12.632677039400102,-2.2210690243710114,0.1750648465178738
555,1.4072156323493543,12.68437373077528,-2.2286021135931815,0.23776334629928608
556,2.348275294282491,12.68443379540949,-2.2311913004457407,0.2599731109391039
566,1.3537696069798004,12.761501640174515,-2.2453122923838773,0.1721255336421169
579,2.4035473990073632,12.760262842669293,-2.2448567075578967,0.18412179218251634
589,1.3265642153953627,12.85128435003329,-2.2673877447972797,0.12807019290972999
602,2.429536085535095,12.851269770239853,-2.2676781836942768,0.1407010155222349
653,2.519079728842755,13.213603682526308,-2.327525379373792,-0.10017683938630428
1618,2.5264708753995264,13.418048130874404,-0.002751861818393871,-0.10019103735993651
1637,2.4327402533561555,13.39481577517055,-0.10143417933228628,-0.10015650210747729
1906,1.484043461109513,12.825533068207895,-0.0056737183383777255,0.18729076948723444
1907,1.5784864511795276,12.799823542220361,0.00023299420826166243,0.14387010236674103
1911,1.4072299909846033,12.880064532076217,-0.005256122422291325,0.2635399849970794
1918,1.3536892191362324,12.95705774114752,-0.004547533356755182,0.18833909096412227
1927,1.3279861643989683,13.049924651061541,0.0007999611603321369,0.14925571211306232
1946,1.3214003550643287,13.155747699832194,0.009931605966045214,0.11002083492863812
1983,2.0783282598160806,12.792891942092202,0.008997169144061689,0.10759019895063204
2022,2.1780125052978323,12.79840800336049,0.0014834176588679495,0.14022924703583672
2060,2.2711480736163305,12.824216314926394,-0.00471991185065191,0.1833092215273434
2101,2.3477935219466843,12.878732661520928,-0.004894594350225796,0.25997610531946846
2140,2.402317684969579,12.955407805087304,-0.005503040342016722,0.18810488475796328
2141,2.428227774788419,13.049954710930596,0.0002879031692770396,0.14664192418259514
2142,2.4368889615729636,13.166368929887659,0.007974484523887774,0.10270237126705617
2143,2.437077855468285,13.282557653943561,0.0063512567437703235,0.10123813691410333
