vertex,x,y,z,angle_defect_radians
469,-0.03849319146263443,0.04373065793429742,0.04110409389317084,0.12433983907187252
776,-0.024535426945660153,0.18313657648342918,-0.010404564950619052,0.11918493609760261
910,-0.05153290186434954,0.04918957910052348,0.03768289930346599,-0.1688125295045828
1049,-0.020489257064380442,0.05109210628585719,0.045582503540717335,-0.10702706071043444
1050,-0.01944025890994761,0.051410309418786694,0.046334199117376705,-0.11502129187867638
1373,-0.02943919180362015,0.05447336244260616,0.03630091934159696,0.11520993211724861
1374,-0.02855018214119985,0.054507099216948095,0.03637677635833494,0.11543256452399175
1515,-0.000508,0.057632,0.054477,-0.10078865719838892
1516,0.0005202583983217559,0.05762722121891959,0.05451776597442524,-0.10444201633961259
1517,0.001501,0.057649,0.054367,-0.10233045183817224
1887,0.041511,0.059671,0.03035,-0.10005861716627412
2022,-0.033484498044102584,0.17425074741428295,-0.0017988213162506753,0.10168029434903281
2119,-0.018071624216080277,0.18719751053363584,-0.018939502073435376,0.1176259215881219
2931,-0.010250019081198753,0.17902788959412738,-0.029587998730219806,0.11025042380991334
3701,-0.07670015278749814,0.14861042878121328,-0.007878200177565969,-0.1037735397197872
4147,-0.030425945882927387,0.08607905304542283,0.04334238024070158,-0.1117135972593779
4276,-0.030464797932027905,0.087458835757682,0.043678572142467446,-0.12267426828946515
4333,-0.028512,0.180211,-0.006929,0.10248848682698486
4798,-0.02738134749179692,0.09314821992418729,0.04475696659407706,-0.10694351536698965
4799,-0.026628,0.093264,0.045173,-0.1830386267355837
4909,-0.04947820813044142,0.09462816357275818,0.044728672072754924,0.10429966876957009
4910,-0.04851658114171251,0.09464765224215375,0.044604082683062395,0.10660590116241098
4932,-0.02647392256417911,0.09464430987493858,0.04480655454678795,-0.13375489177431144
5065,-0.02640016013262045,0.09605602340869847,0.04382502137927753,0.1007123969834931
5066,-0.025583882142243042,0.09592214632250029,0.043895155495974836,0.10457738593512111
5343,-0.009212,0.172686,-0.027568,0.10521949355688265
5458,-0.01453409551910884,0.10026780682944382,0.04431279848364067,-0.12137687252326401
5600,0.000516,0.101662,0.044403,-0.10023741718121837
6507,-0.034443,0.174206,-0.00155,0.10283405271459123
7296,-0.023331027239543507,0.18311717052805146,-0.010889199983743028,0.13760026621996602
7810,-0.054137667541696494,0.04911210737720825,0.0369303962036788,0.10482818216711365
7948,-0.07530654147130873,0.17930554916876057,-0.05308343327666717,0.11827573917475975
8541,-0.0023382333556230613,0.10115472432028075,0.044163341651971305,0.11677212636439283
9061,-0.003602176717524926,0.10110220403292951,0.044090061599196775,0.11750580039400438
10795,-0.076024,0.150016,-0.007891,0.11134343192727703
10872,-0.048982040883085526,0.11971696627715196,0.030971478046555256,-0.11803378910946072
11014,0.020992393554750792,0.035906924705225975,-0.0017520108392707794,0.16187909289129587
11015,0.02110219229244496,0.03594290560487636,-0.0027078253672704776,0.2367102225934089
11025,0.01802655548584962,0.035348803773229694,-0.013625141212411407,0.1587316201385467
11060,0.021351682315317352,0.03713918258905359,-0.0027078442736244595,0.36327874470940813
11061,0.021789820583323193,0.037567498718552715,-0.003606383031187321,-0.20201698800287837
11096,-0.009276,0.177254,-0.028779,0.11423042162490038
11296,-0.061486,0.175719,-0.060676,0.22068627356671344
11348,-0.03464928045622792,0.03539777241692589,-0.03110633482326379,0.13137442839707947
11354,-0.009178428592176033,0.16805451054116438,-0.02288099653623477,0.13079925097588274
11377,-0.00923365034739814,0.17555018284133325,-0.028795044233801394,0.1071133121135881
11690,-0.06924472407424996,0.03426769137452208,-0.0047310495559286245,-0.2807769610716957
12410,-0.08652985568396927,0.10904794294785651,0.012382548023445543,-0.10572427159987285
12835,-0.009818688699369721,0.16713167270484686,-0.022340756528760303,0.17499858168117166
12838,-0.010048,0.178214,-0.02959,0.11314484053772156
12913,-0.0749136859980587,0.10840220385643133,0.03788753632480525,-0.10977989635360652
13198,-0.010372985343229932,0.17995404577410243,-0.02937300857825225,0.12248908228297528
13538,-0.0764138669377309,0.15002410565619778,-0.006938869002404366,0.10541522422847383
