vertex,x,y,z,angle_defect_radians
1048,-0.021435063295585283,0.05113512511938607,0.04488985107487921,-0.10161946709187664
1049,-0.02047733358471895,0.05119102154071475,0.04557066183569498,-0.10730554932376779
1050,-0.019445032091689036,0.051283172516074255,0.04628264651844508,-0.10436716042742267
1374,-0.028494155340331503,0.05456226606556366,0.03634497821300334,0.10196447350637727
2119,-0.018128925030095316,0.18724818596649237,-0.018853599606371913,0.10191237597405034
2931,-0.01022005373813074,0.17901366540816216,-0.029640274512248575,0.10211855342955989
4022,-0.06536350661831412,0.17785423996589628,-0.0608310366036615,0.1043641114763858
4799,-0.026606777029957784,0.09324532762968003,0.04513239213551911,-0.10602905066523993
4932,-0.026492148802311887,0.09470414904453296,0.04475183525773819,-0.10188129398490675
11014,0.0210413855098923,0.03583433900154683,-0.001661072518737027,0.14597919047100827
11015,0.021048670099164644,0.03582093987592934,-0.0026804316863798523,0.17946975290811773
11060,0.02140866093169438,0.037184103473222464,-0.0027388037965638797,0.33320688057778114
11061,0.021789159067502954,0.03756092240907989,-0.00358694022569826,-0.10555076785653061
11062,0.02109761311329526,0.03721750143877893,-0.00471303676436189,-0.1080920085332786
11096,-0.009234162088352857,0.17725724965832002,-0.02880246002140061,0.10362968665207628
11155,-0.07260594837395566,0.14398837306323928,-0.012996587329611693,0.10377761552685039
11228,-0.00965089582910604,0.1787889568150375,-0.028721068603002633,0.10531436454414256
11651,-0.0385114571415847,0.0336950485260303,-0.029694668210639572,0.12035412520009081
11690,-0.06929821057794577,0.03429330352671945,-0.004719611390288818,-0.23494477646405976
12913,-0.07493803289320834,0.10836068863912914,0.03790301781509643,-0.1052912619450096
13198,-0.010457612994220579,0.179972152477129,-0.029505309840270152,0.10593440882833427
13815,-0.06346916820871608,0.17898012702137694,-0.059870157876691164,0.10775981872691104
13825,-0.06368479381642787,0.1792779302058361,-0.05858557973010473,0.10060432427935329
13827,-0.06533444189741715,0.18031370941754524,-0.05927526202025175,0.10427251589413711
13887,-0.07108495598751116,0.1812956517517861,-0.055500004310458054,0.10220954875697774
13905,-0.07155480392587493,0.18105667040402293,-0.054200449190750656,-0.10077894035556656
13956,-0.010787581477325177,0.18121603992265625,-0.02865900672318649,0.1061326264132576
14029,-0.010634527704761157,0.18025562303510773,-0.027220499827078457,-0.110623763268348
14031,-0.011405070287415817,0.18283533006861616,-0.027633048101749286,0.13091396269940803
14118,-0.012323216161252058,0.18393354159854017,-0.02642723810373708,0.14682645982923836
14446,-0.014918969980962388,0.18575051385453278,-0.023132932568011414,0.10081844349974922
14447,-0.015678579557382614,0.18669194627219057,-0.023347155068059164,0.10096604237487583
14565,-0.015987307579598938,0.18691370042199854,-0.022154127686900154,0.1087724516867824
14685,-0.016369706920705912,0.18691739278009964,-0.02084004191845079,0.1086546709717553
14807,-0.016899454798468702,0.18677570001415156,-0.0196221261060834,0.1045790922046883
16722,-0.07245430343051106,0.03518670868818038,0.007071937499884554,0.11963265753020758
16723,-0.07210975326721468,0.035327157960425445,0.008191172535067707,0.10504021834638522
16734,-0.06366110973697978,0.03578220591008866,0.01817312882391896,-0.10644233060858688
16735,-0.06309398687611463,0.03571235177272679,0.018937096937531796,-0.2309537572963496
16766,-0.04019949194339616,0.03654672250077419,0.04276753319338145,-0.15467908387614426
16767,-0.03892450865634964,0.03638942559255206,0.043118968266899545,-0.14245670415453582
16768,-0.038141732225566466,0.036515119047142185,0.043574274041545895,-0.10781310114415554
16786,-0.07245636506458221,0.03632963395839077,0.0039469091261334285,-0.10853732019209167
16788,-0.07268637083039821,0.03672051424007518,0.007281167440552647,0.10716492803863509
16805,-0.0616050719301891,0.03732338567025629,0.020104593867689598,-0.3299377734085782
16806,-0.06455206951119519,0.037730422700676836,0.024893344382062744,0.2105108504969555
16836,-0.04008639222916425,0.03796456463050501,0.04283525837339656,-0.1277452161014898
16837,-0.0388649971746231,0.03787697980093164,0.04289663120928672,-0.1156237735157527
16894,-0.05994079430831383,0.03858798987789757,0.02004155094564924,0.16919019298285654
17918,-0.02866683197428884,0.053608726081086536,0.03655110848598954,0.10251005883438902
19252,-0.04399800088775532,0.03509504275713604,-0.02563185907504771,-0.10287800538994407
19253,-0.044227185361934734,0.03510792617591033,-0.024325114558469113,-0.10243941033398807
19264,-0.04785005158280575,0.03557420472853164,-0.013198598857531822,-0.2493648066599008
19327,-0.0599557708729852,0.038578419583191775,0.0206833717550412,0.1154606755064973
19331,-0.06341242501728447,0.038947889435082164,0.025622295119363335,-0.10179353349739695
19353,-0.07721454477706383,0.17780099102886204,-0.050996837009252165,0.10229616139493136
19429,-0.07649384179910745,0.17780445033793693,-0.05200390136998492,0.1011834162791625
20172,-0.03201387969649424,0.051082504433237044,-0.012379066808974513,0.12211107841606883
20690,-0.03923095616002833,0.03560250400499412,-0.029511014581321816,0.11137826967386133
21853,-0.0630918398680457,0.1762827392779248,-0.061470395641074996,0.10270070051265967
21885,-0.03470648115282072,0.07811418165053545,-0.02148329101356099,0.10380730655506154
22705,-0.0496764675309288,0.03540640804032547,-0.012468325932549606,-0.17386375861154857
22820,-0.017522511389926915,0.18731152831600786,-0.019849162588232615,0.10432375043996722
