vertex,x,y,z,angle_defect_radians
278,3.2880274165490557,15.431056930498881,-1.2290154261906796,-0.1025624256953902
281,3.2172304835694474,15.398744667723456,-1.3076646211276663,-0.10623069799790208
282,3.146224632886961,15.383128657236881,-1.3863230368902122,-0.10835865304065584
283,3.080151882752568,15.3666570976471,-1.4743670873835588,-0.10632605495232705
319,2.7863743256094757,15.460787159123875,-1.1582019356735305,-0.24414493087518807
546,2.2735610509831963,12.634966471448838,-2.22627409854874,0.284771799556935
547,2.1830941149280805,12.611750654833802,-2.2240373284963986,0.1994411467218029
553,1.5733070038249084,12.613338350668098,-2.2244808140952146,0.17908810968647615
554,1.483986286381986,12.635127594765766,-2.2255780056683023,0.2810873619896147
555,1.4097744392522862,12.685215519737572,-2.2357782733210936,0.3451611921853419
556,2.34770182775586,12.685120942959742,-2.236224712612152,0.3485871525839831
566,1.3572086081201309,12.759072466304943,-2.247226694493322,0.2883947454681979
579,2.3980740879930136,12.759386126636636,-2.249456008851155,0.2846736244226096
589,1.3375432743099054,12.845510713691317,-2.267324886498365,0.19642863318257986
602,2.4198141696198587,12.842935058703302,-2.2657283586533814,0.19737048676031532
1280,4.827261853695136,17.74207888657304,-0.4971500634869664,0.10287860505927326
1286,4.82420251228391,17.642720054539637,-0.5067095004815296,0.10655738250815538
1292,4.82763917076206,17.542411652940242,-0.49713772669106737,0.1043129999859862
1906,1.4832594852667245,12.82999574780331,-0.0007859329355387914,0.2887431344724185
1907,1.573681500334072,12.807188354267494,0.0008318195837438954,0.1916230375911263
1911,1.4080352488823813,12.881289891891038,-0.00020305167471820242,0.3467998161220984
1918,1.3586035827017973,12.956235218363018,0.00048161028274142873,0.2845401188892598
1927,1.3350361454522368,13.043995406986939,0.0010353804416012172,0.20811494867443936
2022,2.185375774642544,12.807781789844874,0.001261708007872128,0.19334832577742078
2060,2.2727966050107216,12.829299251174833,-0.001166509786227695,0.2824146785502485
2101,2.3462361040734105,12.878969282941185,-0.0005569305230275763,0.3498345888253883
2140,2.3979594837767433,12.955653051856357,-0.0006094037448115487,0.2882659285546103
2141,2.419529041503399,13.04297240644459,0.0016104001635406072,0.19901790252924445
